,common name,ens id
8623,Foxh1,https://www.targetvalidation.org/target/ENSG00000160973/associations
8624,Fau,https://www.targetvalidation.org/target/ENSG00000149792/associations
8625,Fbl,https://www.targetvalidation.org/target/ENSG00000105202/associations
8626,Fbln2,https://www.targetvalidation.org/target/ENSG00000163520/associations
8627,Fbn1,https://www.targetvalidation.org/target/ENSG00000166147/associations
8628,Fbp2,https://www.targetvalidation.org/target/ENSG00000130957/associations
8629,Fcna,https://www.targetvalidation.org/target/ENSG00000085265/associations
8630,Fdx1,https://www.targetvalidation.org/target/ENSG00000137714/associations
8631,Fdxr,https://www.targetvalidation.org/target/ENSG00000161513/associations
8632,Fech,https://www.targetvalidation.org/target/ENSG00000066926/associations
8633,Fen1,https://www.targetvalidation.org/target/ENSG00000168496/associations
8634,Fert2,https://www.targetvalidation.org/target/ENSG00000102882/associations
8635,Fgd1,https://www.targetvalidation.org/target/ENSG00000102302/associations
8636,Fgf10,https://www.targetvalidation.org/target/ENSG00000070193/associations
8637,Fgf15,https://www.targetvalidation.org/target/ENSG00000113578/associations
8638,Fgf17,https://www.targetvalidation.org/target/ENSG00000158815/associations
8639,Fgf18,https://www.targetvalidation.org/target/ENSG00000156427/associations
8640,Fgf2,https://www.targetvalidation.org/target/ENSG00000138685/associations
8641,Fgf3,https://www.targetvalidation.org/target/ENSG00000186895/associations
8642,Fgf7,https://www.targetvalidation.org/target/ENSG00000140285/associations
8643,Fgfbp1,https://www.targetvalidation.org/target/ENSG00000137440/associations
8644,Fgfr3,https://www.targetvalidation.org/target/ENSG00000068078/associations
8645,Fgfr4,https://www.targetvalidation.org/target/ENSG00000160867/associations
8646,Akr1b8,https://www.targetvalidation.org/target/ENSG00000198074/associations
8647,Fgl2,https://www.targetvalidation.org/target/ENSG00000127951/associations
8648,Ppm1g,https://www.targetvalidation.org/target/ENSG00000115241/associations
8649,Smc2,https://www.targetvalidation.org/target/ENSG00000136824/associations
8650,Sh3pxd2a,https://www.targetvalidation.org/target/ENSG00000107957/associations
8651,Fkbp1a,https://www.targetvalidation.org/target/ENSG00000088832/associations
8652,Fkbp2,https://www.targetvalidation.org/target/ENSG00000173486/associations
8653,Foxm1,https://www.targetvalidation.org/target/ENSG00000111206/associations
8654,Foxd4,https://www.targetvalidation.org/target/ENSG00000184492/associations
8655,Foxb2,https://www.targetvalidation.org/target/ENSG00000204612/associations
8656,Foxl1,https://www.targetvalidation.org/target/ENSG00000176678/associations
8657,Fli1,https://www.targetvalidation.org/target/ENSG00000151702/associations
8658,Flot1,https://www.targetvalidation.org/target/ENSG00000137312/associations
8659,Flot2,https://www.targetvalidation.org/target/ENSG00000132589/associations
8660,Flt4,https://www.targetvalidation.org/target/ENSG00000037280/associations
8661,Fmo3,https://www.targetvalidation.org/target/ENSG00000007933/associations
8662,Fmr1,https://www.targetvalidation.org/target/ENSG00000102081/associations
8663,Aff2,https://www.targetvalidation.org/target/ENSG00000155966/associations
8664,Fnta,https://www.targetvalidation.org/target/ENSG00000168522/associations
8665,Folr1,https://www.targetvalidation.org/target/ENSG00000110195/associations
8666,Folr2,https://www.targetvalidation.org/target/ENSG00000165457/associations
8667,Fosb,https://www.targetvalidation.org/target/ENSG00000125740/associations
8668,Fosl2,https://www.targetvalidation.org/target/ENSG00000075426/associations
8669,Fpr2,https://www.targetvalidation.org/target/ENSG00000171049/associations
8670,Fpr-rs3,https://www.targetvalidation.org/target/ENSG00000171051/associations
8671,Fpr-rs4,https://www.targetvalidation.org/target/ENSG00000171051/associations
8672,Fpr3,https://www.targetvalidation.org/target/ENSG00000187474/associations
8673,Frat1,https://www.targetvalidation.org/target/ENSG00000165879/associations
8674,Fxn,https://www.targetvalidation.org/target/ENSG00000165060/associations
8675,Fshb,https://www.targetvalidation.org/target/ENSG00000131808/associations
8676,Fst,https://www.targetvalidation.org/target/ENSG00000134363/associations
8677,Fstl1,https://www.targetvalidation.org/target/ENSG00000163430/associations
8678,Igfbp7,https://www.targetvalidation.org/target/ENSG00000163453/associations
8679,Fut1,https://www.targetvalidation.org/target/ENSG00000174951/associations
8680,Dtx1,https://www.targetvalidation.org/target/ENSG00000135144/associations
8681,Fxr1,https://www.targetvalidation.org/target/ENSG00000114416/associations
8682,Fyn,https://www.targetvalidation.org/target/ENSG00000010810/associations
8683,Fzd4,https://www.targetvalidation.org/target/ENSG00000174804/associations
8684,Fzd6,https://www.targetvalidation.org/target/ENSG00000164930/associations
8685,Fzd7,https://www.targetvalidation.org/target/ENSG00000155760/associations
8686,Fzd8,https://www.targetvalidation.org/target/ENSG00000177283/associations
8687,G0s2,https://www.targetvalidation.org/target/ENSG00000123689/associations
8688,Ganab,https://www.targetvalidation.org/target/ENSG00000089597/associations
8689,G6pc,https://www.targetvalidation.org/target/ENSG00000131482/associations
8690,G6pdx,https://www.targetvalidation.org/target/ENSG00000160211/associations
8691,Slc37a4,https://www.targetvalidation.org/target/ENSG00000137700/associations
8692,Gaa,https://www.targetvalidation.org/target/ENSG00000171298/associations
8693,Gabpa,https://www.targetvalidation.org/target/ENSG00000154727/associations
8694,Gabra2,https://www.targetvalidation.org/target/ENSG00000151834/associations
8695,Gabra3,https://www.targetvalidation.org/target/ENSG00000011677/associations
8696,Gabra6,https://www.targetvalidation.org/target/ENSG00000145863/associations
8697,Gabrb1,https://www.targetvalidation.org/target/ENSG00000163288/associations
8698,Gabrb2,https://www.targetvalidation.org/target/ENSG00000145864/associations
8699,Gabrb3,https://www.targetvalidation.org/target/ENSG00000166206/associations
8700,Gabrd,https://www.targetvalidation.org/target/ENSG00000187730/associations
8701,Gabrg2,https://www.targetvalidation.org/target/ENSG00000113327/associations
8702,Gabrg3,https://www.targetvalidation.org/target/ENSG00000182256/associations
8703,Gabrr1,https://www.targetvalidation.org/target/ENSG00000146276/associations
8704,Gabrr2,https://www.targetvalidation.org/target/ENSG00000111886/associations
8705,Gad1,https://www.targetvalidation.org/target/ENSG00000128683/associations
8706,Gad2,https://www.targetvalidation.org/target/ENSG00000136750/associations
8707,Galc,https://www.targetvalidation.org/target/ENSG00000054983/associations
8708,B4galnt1,https://www.targetvalidation.org/target/ENSG00000135454/associations
8709,B4galnt2,https://www.targetvalidation.org/target/ENSG00000167080/associations
8710,Galr1,https://www.targetvalidation.org/target/ENSG00000166573/associations
8711,Gap43,https://www.targetvalidation.org/target/ENSG00000172020/associations
8712,Gapdh,https://www.targetvalidation.org/target/ENSG00000111640/associations
8713,Gapdhs,https://www.targetvalidation.org/target/ENSG00000105679/associations
8714,Gas1,https://www.targetvalidation.org/target/ENSG00000180447/associations
8715,Gas2,https://www.targetvalidation.org/target/ENSG00000139354/associations
8716,Gas7,https://www.targetvalidation.org/target/ENSG00000007237/associations
8717,Gata1,https://www.targetvalidation.org/target/ENSG00000102145/associations
8718,Gata2,https://www.targetvalidation.org/target/ENSG00000179348/associations
8719,Gata3,https://www.targetvalidation.org/target/ENSG00000107485/associations
8720,Gata4,https://www.targetvalidation.org/target/ENSG00000136574/associations
8721,Gata5,https://www.targetvalidation.org/target/ENSG00000130700/associations
8722,Gba,https://www.targetvalidation.org/target/ENSG00000177628/associations
8723,Gbas,https://www.targetvalidation.org/target/ENSG00000146729/associations
8724,Gc,https://www.targetvalidation.org/target/ENSG00000145321/associations
8725,Gcdh,https://www.targetvalidation.org/target/ENSG00000105607/associations
8726,Mtpn,https://www.targetvalidation.org/target/ENSG00000105887/associations
8727,Gcet2,https://www.targetvalidation.org/target/ENSG00000174500/associations
8728,Gcg,https://www.targetvalidation.org/target/ENSG00000115263/associations
8729,Gcgr,https://www.targetvalidation.org/target/ENSG00000215644/associations
8730,Gch1,https://www.targetvalidation.org/target/ENSG00000131979/associations
8731,Gcm1,https://www.targetvalidation.org/target/ENSG00000137270/associations
8732,Gcm2,https://www.targetvalidation.org/target/ENSG00000124827/associations
8733,Gcnt2,https://www.targetvalidation.org/target/ENSG00000111846/associations
8734,Opn1mw,https://www.targetvalidation.org/target/ENSG00000268221/associations
8735,Gdf1,https://www.targetvalidation.org/target/ENSG00000130283/associations
8736,Gdf3,https://www.targetvalidation.org/target/ENSG00000184344/associations
8737,Gdf5,https://www.targetvalidation.org/target/ENSG00000125965/associations
8738,Gdf9,https://www.targetvalidation.org/target/ENSG00000164404/associations
8739,Gdi2,https://www.targetvalidation.org/target/ENSG00000057608/associations
8740,Arhgdig,https://www.targetvalidation.org/target/ENSG00000242173/associations
8741,Gfi1b,https://www.targetvalidation.org/target/ENSG00000165702/associations
8742,Gfra2,https://www.targetvalidation.org/target/ENSG00000168546/associations
8743,Ggt1,https://www.targetvalidation.org/target/ENSG00000286070/associations
8744,Gh,https://www.targetvalidation.org/target/ENSG00000259384/associations
8745,Gif,https://www.targetvalidation.org/target/ENSG00000087250/associations
8746,Gip,https://www.targetvalidation.org/target/ENSG00000159224/associations
8747,Gja4,https://www.targetvalidation.org/target/ENSG00000187513/associations
8748,Gja5,https://www.targetvalidation.org/target/ENSG00000265107/associations
8749,Gjc1,https://www.targetvalidation.org/target/ENSG00000182963/associations
8750,Gja8,https://www.targetvalidation.org/target/ENSG00000121634/associations
8751,Gjb1,https://www.targetvalidation.org/target/ENSG00000169562/associations
8752,Gjb2,https://www.targetvalidation.org/target/ENSG00000165474/associations
8753,Gjb3,https://www.targetvalidation.org/target/ENSG00000188910/associations
8754,Gjb4,https://www.targetvalidation.org/target/ENSG00000189433/associations
8755,Gjb6,https://www.targetvalidation.org/target/ENSG00000121742/associations
8756,Gclm,https://www.targetvalidation.org/target/ENSG00000023909/associations
8757,Gli3,https://www.targetvalidation.org/target/ENSG00000106571/associations
8758,Glul,https://www.targetvalidation.org/target/ENSG00000135821/associations
8759,Glrp1,https://www.targetvalidation.org/target/ENSG00000123384/associations
8760,Glud1,https://www.targetvalidation.org/target/ENSG00000148672/associations
8761,Glycam1,https://www.targetvalidation.org/target/ENSG00000257780/associations
8762,Slc6a9,https://www.targetvalidation.org/target/ENSG00000196517/associations
8763,Gnl1,https://www.targetvalidation.org/target/ENSG00000204590/associations
8764,Gna14,https://www.targetvalidation.org/target/ENSG00000156049/associations
8765,Gnai2,https://www.targetvalidation.org/target/ENSG00000114353/associations
8766,Gnaq,https://www.targetvalidation.org/target/ENSG00000156052/associations
8767,Gnat1,https://www.targetvalidation.org/target/ENSG00000114349/associations
8768,Gnat2,https://www.targetvalidation.org/target/ENSG00000134183/associations
8769,Gnb1,https://www.targetvalidation.org/target/ENSG00000078369/associations
8770,Gnb2l1,https://www.targetvalidation.org/target/ENSG00000204628/associations
8771,Bscl2,https://www.targetvalidation.org/target/ENSG00000168000/associations
8772,Gnrh1,https://www.targetvalidation.org/target/ENSG00000147437/associations
8773,Golga3,https://www.targetvalidation.org/target/ENSG00000090615/associations
8774,Gp49a,https://www.targetvalidation.org/target/Unknown/associations
8775,Gp5,https://www.targetvalidation.org/target/ENSG00000178732/associations
8776,Gpam,https://www.targetvalidation.org/target/ENSG00000119927/associations
8777,Gpc4,https://www.targetvalidation.org/target/ENSG00000076716/associations
8778,Gpr12,https://www.targetvalidation.org/target/ENSG00000132975/associations
8779,Gpr65,https://www.targetvalidation.org/target/ENSG00000140030/associations
8780,Cmklr1,https://www.targetvalidation.org/target/ENSG00000174600/associations
8781,Gpr3,https://www.targetvalidation.org/target/ENSG00000181773/associations
8782,Gpi1,https://www.targetvalidation.org/target/ENSG00000007541/associations
8783,Gpld1,https://www.targetvalidation.org/target/ENSG00000112293/associations
8784,Gpr19,https://www.targetvalidation.org/target/ENSG00000183150/associations
8785,Gpr27,https://www.targetvalidation.org/target/ENSG00000170837/associations
8786,Gpr33,https://www.targetvalidation.org/target/ENSG00000214943/associations
8787,Gpx1,https://www.targetvalidation.org/target/ENSG00000233276/associations
8788,Gpx3,https://www.targetvalidation.org/target/ENSG00000211445/associations
8789,Gpx4,https://www.targetvalidation.org/target/ENSG00000167468/associations
8790,Grb2,https://www.targetvalidation.org/target/ENSG00000177885/associations
8791,Rhpn1,https://www.targetvalidation.org/target/ENSG00000158106/associations
8792,Gria1,https://www.targetvalidation.org/target/ENSG00000155511/associations
8793,Grid1,https://www.targetvalidation.org/target/ENSG00000182771/associations
8794,Grid2,https://www.targetvalidation.org/target/ENSG00000152208/associations
8795,Grik5,https://www.targetvalidation.org/target/ENSG00000105737/associations
8796,Grin1,https://www.targetvalidation.org/target/ENSG00000176884/associations
8797,Grin2a,https://www.targetvalidation.org/target/ENSG00000183454/associations
8798,Grin2b,https://www.targetvalidation.org/target/ENSG00000273079/associations
8799,Grin2d,https://www.targetvalidation.org/target/ENSG00000105464/associations
8800,Nr3c1,https://www.targetvalidation.org/target/ENSG00000113580/associations
8801,Grm8,https://www.targetvalidation.org/target/ENSG00000179603/associations
8802,Grn,https://www.targetvalidation.org/target/ENSG00000030582/associations
8803,Cxcl1,https://www.targetvalidation.org/target/ENSG00000163739/associations
8804,Grpr,https://www.targetvalidation.org/target/ENSG00000126010/associations
8805,Gsx1,https://www.targetvalidation.org/target/ENSG00000169840/associations
8806,Gspt2,https://www.targetvalidation.org/target/ENSG00000189369/associations
8807,Gss,https://www.targetvalidation.org/target/ENSG00000100983/associations
8808,Gsta1,https://www.targetvalidation.org/target/ENSG00000243955/associations
8809,Gsta2,https://www.targetvalidation.org/target/ENSG00000244067/associations
8810,Gstm2,https://www.targetvalidation.org/target/ENSG00000213366/associations
8811,Gstm6,https://www.targetvalidation.org/target/ENSG00000134184/associations
8812,Gstt1,https://www.targetvalidation.org/target/ENSG00000133433/associations
8813,Gtf2h1,https://www.targetvalidation.org/target/ENSG00000110768/associations
8814,Gtl3,https://www.targetvalidation.org/target/ENSG00000070761/associations
8815,Thumpd3,https://www.targetvalidation.org/target/ENSG00000134077/associations
8816,Guca1a,https://www.targetvalidation.org/target/ENSG00000048545/associations
8817,Guca2a,https://www.targetvalidation.org/target/ENSG00000197273/associations
8818,Guca2b,https://www.targetvalidation.org/target/ENSG00000044012/associations
8819,Gucy2e,https://www.targetvalidation.org/target/Unknown/associations
8820,Guk1,https://www.targetvalidation.org/target/ENSG00000143774/associations
8821,Gyk,https://www.targetvalidation.org/target/ENSG00000198814/associations
8822,Gzmk,https://www.targetvalidation.org/target/ENSG00000113088/associations
8823,H1f0,https://www.targetvalidation.org/target/ENSG00000189060/associations
8824,Cfb,https://www.targetvalidation.org/target/ENSG00000243649/associations
8825,H2-Bl,https://www.targetvalidation.org/target/ENSG00000204525/associations
8826,Slc39a7,https://www.targetvalidation.org/target/ENSG00000112473/associations
8827,H2-M2,https://www.targetvalidation.org/target/ENSG00000204525/associations
8828,H2-M9,https://www.targetvalidation.org/target/ENSG00000204525/associations
8829,H2-Oa,https://www.targetvalidation.org/target/ENSG00000204252/associations
8830,H2-T24,https://www.targetvalidation.org/target/ENSG00000204525/associations
8831,H2-T3,https://www.targetvalidation.org/target/ENSG00000204525/associations
8832,Mr1,https://www.targetvalidation.org/target/ENSG00000153029/associations
8833,H3f3a,https://www.targetvalidation.org/target/ENSG00000132475/associations
8834,H3f3b,https://www.targetvalidation.org/target/ENSG00000132475/associations
8835,Hadh,https://www.targetvalidation.org/target/ENSG00000138796/associations
8836,Hand1,https://www.targetvalidation.org/target/ENSG00000113196/associations
8837,Hars,https://www.targetvalidation.org/target/ENSG00000170445/associations
8838,Has1,https://www.targetvalidation.org/target/ENSG00000105509/associations
8839,Has2,https://www.targetvalidation.org/target/ENSG00000170961/associations
8840,Has3,https://www.targetvalidation.org/target/ENSG00000103044/associations
8841,Hba-a1,https://www.targetvalidation.org/target/ENSG00000188536/associations
8842,Hbb-bh1,https://www.targetvalidation.org/target/ENSG00000213931/associations
8843,Hbb-b1,https://www.targetvalidation.org/target/ENSG00000244734/associations
8844,Hbb-y,https://www.targetvalidation.org/target/ENSG00000223609/associations
8845,Hccs,https://www.targetvalidation.org/target/ENSG00000004961/associations
8846,Serpind1,https://www.targetvalidation.org/target/ENSG00000099937/associations
8847,Hcfc1,https://www.targetvalidation.org/target/ENSG00000172534/associations
8848,Hcls1,https://www.targetvalidation.org/target/ENSG00000143575/associations
8849,Hcn2,https://www.targetvalidation.org/target/ENSG00000099822/associations
8850,Hcn3,https://www.targetvalidation.org/target/ENSG00000143630/associations
8851,Hdac1,https://www.targetvalidation.org/target/ENSG00000116478/associations
8852,Hdac2,https://www.targetvalidation.org/target/ENSG00000196591/associations
8853,Hdc,https://www.targetvalidation.org/target/ENSG00000140287/associations
8854,Hdgf,https://www.targetvalidation.org/target/ENSG00000143321/associations
8855,Hdgfl1,https://www.targetvalidation.org/target/ENSG00000112273/associations
8856,Hdgfrp2,https://www.targetvalidation.org/target/ENSG00000167674/associations
8857,Hells,https://www.targetvalidation.org/target/ENSG00000119969/associations
8858,Hes1,https://www.targetvalidation.org/target/ENSG00000114315/associations
8859,Hes2,https://www.targetvalidation.org/target/ENSG00000069812/associations
8860,Hes3,https://www.targetvalidation.org/target/ENSG00000173673/associations
8861,Foxn1,https://www.targetvalidation.org/target/ENSG00000109101/associations
8862,Foxq1,https://www.targetvalidation.org/target/ENSG00000164379/associations
8863,Foxj1,https://www.targetvalidation.org/target/ENSG00000129654/associations
8864,Foxg1,https://www.targetvalidation.org/target/ENSG00000176165/associations
8865,Foxd1,https://www.targetvalidation.org/target/ENSG00000251493/associations
8866,Mst1,https://www.targetvalidation.org/target/ENSG00000173531/associations
8867,Hgs,https://www.targetvalidation.org/target/ENSG00000185359/associations
8868,Hhex,https://www.targetvalidation.org/target/ENSG00000152804/associations
8869,Hiat1,https://www.targetvalidation.org/target/ENSG00000156875/associations
8870,Ppap2a,https://www.targetvalidation.org/target/ENSG00000067113/associations
8871,Hint1,https://www.targetvalidation.org/target/ENSG00000169567/associations
8872,Tfb2m,https://www.targetvalidation.org/target/ENSG00000162851/associations
8873,Hlx,https://www.targetvalidation.org/target/ENSG00000136630/associations
8874,Hmgn1,https://www.targetvalidation.org/target/ENSG00000205581/associations
8875,Hmgb2,https://www.targetvalidation.org/target/ENSG00000164104/associations
8876,Hmgb3,https://www.targetvalidation.org/target/ENSG00000029993/associations
8877,Hmgcl,https://www.targetvalidation.org/target/ENSG00000117305/associations
8878,Hmgcr,https://www.targetvalidation.org/target/ENSG00000113161/associations
8879,Hmgcs2,https://www.targetvalidation.org/target/ENSG00000134240/associations
8880,Hmx3,https://www.targetvalidation.org/target/ENSG00000188620/associations
8881,Hn1,https://www.targetvalidation.org/target/ENSG00000148400/associations
8882,Foxa1,https://www.targetvalidation.org/target/ENSG00000129514/associations
8883,Foxa3,https://www.targetvalidation.org/target/ENSG00000170608/associations
8884,Hnf4a,https://www.targetvalidation.org/target/ENSG00000101076/associations
8885,Onecut1,https://www.targetvalidation.org/target/ENSG00000169856/associations
8886,Hoxa10,https://www.targetvalidation.org/target/ENSG00000253293/associations
8887,Hoxa13,https://www.targetvalidation.org/target/ENSG00000106031/associations
8888,Hoxa4,https://www.targetvalidation.org/target/ENSG00000197576/associations
8889,Hoxb1,https://www.targetvalidation.org/target/ENSG00000120094/associations
8890,Hoxb13,https://www.targetvalidation.org/target/ENSG00000159184/associations
8891,Hoxb5,https://www.targetvalidation.org/target/ENSG00000120075/associations
8892,Hoxb6,https://www.targetvalidation.org/target/ENSG00000108511/associations
8893,Hoxb9,https://www.targetvalidation.org/target/ENSG00000170689/associations
8894,Hoxc9,https://www.targetvalidation.org/target/ENSG00000180806/associations
8895,Hoxd11,https://www.targetvalidation.org/target/ENSG00000128713/associations
8896,Hoxd12,https://www.targetvalidation.org/target/ENSG00000170178/associations
8897,Hoxd13,https://www.targetvalidation.org/target/ENSG00000128714/associations
8898,Hoxd8,https://www.targetvalidation.org/target/ENSG00000175879/associations
8899,Hpd,https://www.targetvalidation.org/target/ENSG00000158104/associations
8900,Hpgd,https://www.targetvalidation.org/target/ENSG00000164120/associations
8901,Map4k1,https://www.targetvalidation.org/target/ENSG00000104814/associations
8902,Lipc,https://www.targetvalidation.org/target/ENSG00000166035/associations
8903,Hpn,https://www.targetvalidation.org/target/ENSG00000105707/associations
8904,Hras1,https://www.targetvalidation.org/target/ENSG00000174775/associations
8905,Hrh1,https://www.targetvalidation.org/target/ENSG00000196639/associations
8906,Hrh2,https://www.targetvalidation.org/target/ENSG00000113749/associations
8907,Hrsp12,https://www.targetvalidation.org/target/ENSG00000132541/associations
8908,Hsd11b1,https://www.targetvalidation.org/target/ENSG00000117594/associations
8909,Hsd11b2,https://www.targetvalidation.org/target/ENSG00000176387/associations
8910,Hsd17b2,https://www.targetvalidation.org/target/ENSG00000086696/associations
8911,Hsd17b3,https://www.targetvalidation.org/target/ENSG00000130948/associations
8912,Hsd17b4,https://www.targetvalidation.org/target/ENSG00000133835/associations
8913,Hsd3b1,https://www.targetvalidation.org/target/ENSG00000203857/associations
8914,Hsd3b4,https://www.targetvalidation.org/target/ENSG00000042317/associations
8915,Hsd3b5,https://www.targetvalidation.org/target/ENSG00000042317/associations
8916,Hsf1,https://www.targetvalidation.org/target/ENSG00000185122/associations
8917,Hsf2,https://www.targetvalidation.org/target/ENSG00000025156/associations
8918,Dnaja1,https://www.targetvalidation.org/target/ENSG00000086061/associations
8919,Dnajb3,https://www.targetvalidation.org/target/ENSG00000227802/associations
8920,Hspa4,https://www.targetvalidation.org/target/ENSG00000170606/associations
8921,Hspa2,https://www.targetvalidation.org/target/ENSG00000126803/associations
8922,Hsp90ab1,https://www.targetvalidation.org/target/ENSG00000096384/associations
8923,Hspe1,https://www.targetvalidation.org/target/ENSG00000115541/associations
8924,Sdc2,https://www.targetvalidation.org/target/ENSG00000169439/associations
8925,Hspg2,https://www.targetvalidation.org/target/ENSG00000142798/associations
8926,Ndst1,https://www.targetvalidation.org/target/ENSG00000070614/associations
8927,Htr1a,https://www.targetvalidation.org/target/ENSG00000178394/associations
8928,Htr1d,https://www.targetvalidation.org/target/ENSG00000179546/associations
8929,Htr1f,https://www.targetvalidation.org/target/ENSG00000179097/associations
8930,Htr2b,https://www.targetvalidation.org/target/ENSG00000135914/associations
8931,Htr2c,https://www.targetvalidation.org/target/ENSG00000147246/associations
8932,Htr4,https://www.targetvalidation.org/target/ENSG00000164270/associations
8933,Htr5a,https://www.targetvalidation.org/target/ENSG00000157219/associations
8934,Htr7,https://www.targetvalidation.org/target/ENSG00000148680/associations
8935,Hus1,https://www.targetvalidation.org/target/ENSG00000136273/associations
8936,Hyal1,https://www.targetvalidation.org/target/ENSG00000114378/associations
8937,Ibsp,https://www.targetvalidation.org/target/ENSG00000029559/associations
8938,Icam5,https://www.targetvalidation.org/target/ENSG00000105376/associations
8939,Irf8,https://www.targetvalidation.org/target/ENSG00000140968/associations
8940,Id3,https://www.targetvalidation.org/target/ENSG00000117318/associations
8941,Idh3g,https://www.targetvalidation.org/target/ENSG00000067829/associations
8942,Ido1,https://www.targetvalidation.org/target/ENSG00000131203/associations
8943,Idua,https://www.targetvalidation.org/target/ENSG00000127415/associations
8944,Irgm1,https://www.targetvalidation.org/target/ENSG00000237693/associations
8945,Ifi202b,https://www.targetvalidation.org/target/ENSG00000163568/associations
8946,Ifi203,https://www.targetvalidation.org/target/ENSG00000163565/associations
8947,Ifi204,https://www.targetvalidation.org/target/ENSG00000163568/associations
8948,Ifi47,https://www.targetvalidation.org/target/ENSG00000160710/associations
8949,Ifit1,https://www.targetvalidation.org/target/ENSG00000185745/associations
8950,Ifit2,https://www.targetvalidation.org/target/ENSG00000119922/associations
8951,Ifna11,https://www.targetvalidation.org/target/Unknown/associations
8952,Ifna7,https://www.targetvalidation.org/target/ENSG00000214042/associations
8953,Ifnab,https://www.targetvalidation.org/target/ENSG00000159110/associations
8954,Ifng,https://www.targetvalidation.org/target/ENSG00000111537/associations
8955,Ifngr2,https://www.targetvalidation.org/target/ENSG00000159128/associations
8956,Cd79b,https://www.targetvalidation.org/target/ENSG00000007312/associations
8957,Igfals,https://www.targetvalidation.org/target/ENSG00000099769/associations
8958,Igfbp1,https://www.targetvalidation.org/target/ENSG00000146678/associations
8959,Igfbp2,https://www.targetvalidation.org/target/ENSG00000115457/associations
8960,Igfbp3,https://www.targetvalidation.org/target/ENSG00000146674/associations
8961,Igfbp6,https://www.targetvalidation.org/target/ENSG00000167779/associations
8962,Il10ra,https://www.targetvalidation.org/target/ENSG00000110324/associations
8963,Il10rb,https://www.targetvalidation.org/target/ENSG00000243646/associations
8964,Il11,https://www.targetvalidation.org/target/ENSG00000095752/associations
8965,Il12a,https://www.targetvalidation.org/target/ENSG00000168811/associations
8966,Il12b,https://www.targetvalidation.org/target/ENSG00000113302/associations
8967,Il12rb1,https://www.targetvalidation.org/target/ENSG00000096996/associations
8968,Il12rb2,https://www.targetvalidation.org/target/ENSG00000081985/associations
8969,Il13,https://www.targetvalidation.org/target/ENSG00000169194/associations
8970,Il13ra2,https://www.targetvalidation.org/target/ENSG00000123496/associations
8971,Il15,https://www.targetvalidation.org/target/ENSG00000164136/associations
8972,Il15ra,https://www.targetvalidation.org/target/ENSG00000134470/associations
8973,Il17ra,https://www.targetvalidation.org/target/ENSG00000177663/associations
8974,Il18,https://www.targetvalidation.org/target/ENSG00000150782/associations
8975,Il1b,https://www.targetvalidation.org/target/ENSG00000125538/associations
8976,Il1r1,https://www.targetvalidation.org/target/ENSG00000115594/associations
8977,Irak1,https://www.targetvalidation.org/target/ENSG00000184216/associations
8978,Il1rap,https://www.targetvalidation.org/target/ENSG00000196083/associations
8979,Il18r1,https://www.targetvalidation.org/target/ENSG00000115604/associations
8980,Il2,https://www.targetvalidation.org/target/ENSG00000109471/associations
8981,Il2ra,https://www.targetvalidation.org/target/ENSG00000134460/associations
8982,Il2rb,https://www.targetvalidation.org/target/ENSG00000100385/associations
8983,Il3ra,https://www.targetvalidation.org/target/ENSG00000185291/associations
8984,Il5ra,https://www.targetvalidation.org/target/ENSG00000091181/associations
8985,Il7,https://www.targetvalidation.org/target/ENSG00000104432/associations
8986,Il7r,https://www.targetvalidation.org/target/ENSG00000168685/associations
8987,Il9,https://www.targetvalidation.org/target/ENSG00000145839/associations
8988,Il9r,https://www.targetvalidation.org/target/ENSG00000124334/associations
8989,Fabp6,https://www.targetvalidation.org/target/ENSG00000170231/associations
8990,Gimap1,https://www.targetvalidation.org/target/ENSG00000281887/associations
8991,Lrig1,https://www.targetvalidation.org/target/ENSG00000144749/associations
8992,Impact,https://www.targetvalidation.org/target/ENSG00000154059/associations
8993,Kpnb1,https://www.targetvalidation.org/target/ENSG00000108424/associations
8994,Inhba,https://www.targetvalidation.org/target/ENSG00000122641/associations
8995,Inhbb,https://www.targetvalidation.org/target/ENSG00000163083/associations
8996,Inhbe,https://www.targetvalidation.org/target/ENSG00000139269/associations
8997,Cep250,https://www.targetvalidation.org/target/ENSG00000126001/associations
8998,Inpp1,https://www.targetvalidation.org/target/ENSG00000151689/associations
8999,Inpp5b,https://www.targetvalidation.org/target/ENSG00000204084/associations
9000,Ins1,https://www.targetvalidation.org/target/ENSG00000254647/associations
9001,Ins2,https://www.targetvalidation.org/target/ENSG00000254647/associations
9002,Eif3e,https://www.targetvalidation.org/target/ENSG00000104408/associations
9003,Ipp,https://www.targetvalidation.org/target/ENSG00000043514/associations
9004,Irf1,https://www.targetvalidation.org/target/ENSG00000125347/associations
9005,Irf2,https://www.targetvalidation.org/target/ENSG00000168310/associations
9006,Irg1,https://www.targetvalidation.org/target/ENSG00000102794/associations
9007,Irx3,https://www.targetvalidation.org/target/ENSG00000177508/associations
9008,Irf9,https://www.targetvalidation.org/target/ENSG00000213928/associations
9009,Itch,https://www.targetvalidation.org/target/ENSG00000078747/associations
9010,Itga2,https://www.targetvalidation.org/target/ENSG00000164171/associations
9011,Itga6,https://www.targetvalidation.org/target/ENSG00000091409/associations
9012,Itga7,https://www.targetvalidation.org/target/ENSG00000135424/associations
