Gene,F_P60_LPS 1,F_P60_LPS 2,F_P60_LPS 4,F_P60_LPS 5,F_P60_LPS 6,F_P60_Sal 1,F_P60_Sal 2,F_P60_Sal 3,F_P60_Sal 4,F_P60_Sal 5,F_P60_Sal 7,F_P60_LPS 3,F_P60_Sal 6
Olfr316,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr312,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1359,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr804,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr787,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr834,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr832,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1105,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr967,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr963,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr304,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr761,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1500,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1490,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1137,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1152,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1162,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1129,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr748,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1437,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1463,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1465,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1474,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr597,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr517,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr591,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr675,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr792,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1505,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr412,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1029,2,0,0,0,0,0,0,0,1,0,0,0,0
Olfr1425,0,0,0,0,0,0,0,2,0,0,0,0,0
Olfr605,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr169,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1331,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr685,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr504,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr965,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1222,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr331,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr699,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr406-ps,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr917,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr624,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr309,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr538,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1178,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr452,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1329,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr506,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1034,0,0,2,0,0,0,0,0,0,0,0,0,0
Xkr9,0,0,0,0,0,1,0,5,0,1,1,0,0
Xkr4,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase12,0,0,2,2,0,0,0,5,3,0,2,2,1
Ang6,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase11,0,0,0,0,0,0,0,0,0,0,0,0,0
Trex1,27,12,74,47,93,46,27,46,5,26,11,18,15
Olfr857,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr835,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1513,0,0,0,0,0,0,0,0,0,0,0,0,0
Birc5,2,0,1,0,3,7,3,8,4,0,0,5,1
Slc39a12,121,252,114,165,176,345,140,273,53,7,214,84,208
Hsd3b3,0,0,0,0,0,1,0,0,0,0,0,0,0
Defa23,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc55,34,18,17,35,50,99,28,100,40,26,34,28,29
Slc25a47,1,0,0,1,3,0,1,1,1,0,0,3,0
Pgbd1,5,4,0,8,4,12,0,17,4,3,3,3,2
Sctr,1,0,0,1,0,1,0,0,0,0,0,0,0
Mup20,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecm2,15,70,37,52,51,104,34,101,20,11,96,37,47
Zfp708,8,7,2,5,4,18,4,20,13,14,11,5,7
Zfp238,191,59,90,101,95,571,183,545,217,228,175,159,93
Mdk,6,1,3,7,4,9,2,6,1,0,0,0,2
Slc2a9,21,2,12,13,23,39,16,30,10,18,10,10,3
Bpifb1,0,0,0,0,0,0,0,0,0,0,0,0,0
AU022252,1,6,6,1,3,16,4,21,7,5,8,5,7
Hspb6,8,4,12,10,10,10,10,13,7,0,9,9,7
Hs3st6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd6,1,10,1,5,8,19,0,9,1,0,10,7,2
Cxcl12,3,4,5,9,17,83,19,78,21,19,146,10,25
Ehmt1,53,17,44,74,81,191,54,141,46,43,49,58,28
Klri1,0,0,0,1,0,0,0,0,0,0,1,0,4
Rims1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acd,9,5,12,12,12,33,15,35,7,8,8,14,2
AY761185,0,0,0,0,0,0,0,0,0,0,0,0,0
AI316807,17,12,23,23,16,79,19,71,24,22,24,17,19
Wfdc13,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc16,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc6b,0,0,0,0,0,0,0,0,0,0,0,0,0
Aym1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adcy5,7,8,21,15,17,26,5,24,4,4,17,15,3
Ear12,9,2,0,2,3,10,0,7,1,5,4,5,3
Zfp787,16,6,8,12,16,41,23,42,14,12,11,13,6
Dhrs7c,1,0,0,0,0,0,0,1,0,0,1,0,0
Lrrn4cl,1,0,0,0,0,1,1,2,1,1,0,0,1
Odf3b,0,0,0,1,0,8,1,5,0,0,0,0,0
Usp13,0,0,0,0,0,1,0,0,0,0,0,0,0
Tgfbrap1,130,50,69,100,135,402,121,355,114,115,130,126,29
Ttf2,24,22,16,26,32,92,18,49,13,15,25,10,13
AI597468,10,12,6,15,4,38,10,28,9,5,30,15,20
1500010J02Rik,154,76,168,178,190,517,180,434,177,182,142,151,53
Npcd,3,7,5,8,10,23,9,27,6,4,10,18,0
Osm,151,95,128,163,245,491,130,310,111,123,76,139,52
Wdr91,14,13,22,30,21,69,31,53,16,21,17,27,5
Prkaa1,77,72,56,72,62,203,75,161,54,68,76,55,65
E2f8,0,2,1,3,0,2,1,8,0,1,0,2,0
Pfdn4,14,22,13,9,13,47,6,15,5,14,10,9,26
Dtx3l,150,73,79,86,130,127,45,133,50,72,63,51,43
Tmprss13,0,4,0,0,0,0,0,0,0,0,0,0,0
Lman2l,37,26,70,47,50,173,52,130,46,56,86,27,36
Utp18,24,18,23,28,58,80,25,76,23,15,24,29,25
Rpp38,2,6,4,8,6,22,4,5,3,7,7,3,8
E130306D19Rik,5,0,5,2,0,12,1,3,1,0,4,4,1
Zfp930,20,14,10,8,13,39,9,38,11,14,13,12,21
Dync1li2,103,45,56,117,93,301,79,292,96,80,109,100,67
Rsad1,21,5,9,8,7,34,5,27,5,5,8,3,1
Lrrc52,0,2,3,2,3,0,2,4,2,0,0,1,0
Podnl1,0,0,0,0,1,0,0,0,0,0,0,0,0
Grm4,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasl10b,1,3,11,0,9,3,0,7,0,1,7,2,0
Zfp182,21,19,23,23,35,114,21,85,19,32,34,34,10
Mrs2,19,37,18,26,27,92,29,65,16,14,39,23,12
Scn4b,1,0,4,2,8,7,2,7,2,2,5,5,0
Cpsf6,96,55,77,113,109,338,103,262,90,77,91,109,76
Gm11487,0,0,0,0,0,0,0,0,0,0,0,0,0
D9Ertd402e,29,13,9,19,18,63,11,54,12,20,30,15,9
Nkain2,0,0,0,0,0,4,0,3,0,0,0,0,0
Ccl26,0,0,0,0,0,2,0,0,0,0,0,0,0
Neurl4,57,11,55,59,63,200,79,193,55,58,59,62,11
Ric8b,49,19,26,33,28,133,26,93,54,26,38,39,16
1110054O05Rik,40,15,4,28,20,92,23,71,34,31,43,34,29
Vmo1,0,0,0,0,0,0,0,0,0,0,0,0,0
0610007P08Rik,52,37,17,44,51,154,36,96,35,30,42,20,13
Tex24,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddn,0,0,1,0,0,0,0,0,0,0,0,1,0
Tmem151b,1,0,1,3,2,1,1,2,0,0,3,1,0
Gm597,0,0,0,0,0,0,0,0,0,0,0,0,0
Syna,0,0,1,0,2,4,1,1,0,0,1,0,7
Pcdh17,3,0,0,0,8,7,3,10,0,0,8,0,0
5730409E04Rik,21,8,10,5,10,25,6,26,7,4,19,15,5
Grhl3,0,1,0,1,2,1,2,2,2,0,2,0,0
Vwde,0,0,0,0,0,0,0,0,0,0,0,0,0
Lingo3,0,0,0,0,0,0,0,1,0,0,0,0,0
Gas2l2,1,4,2,7,1,7,2,3,1,0,2,4,3
Gm4937,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm606,3,57,17,15,16,52,14,50,8,0,32,48,14
Gm4952,0,0,0,0,0,0,0,0,0,0,0,0,0
Ces1a,0,0,0,0,0,0,0,0,0,0,0,0,0
Zscan4c,0,0,0,0,0,0,0,0,0,0,0,0,0
Samd3,2,2,1,6,5,4,2,5,0,0,4,3,1
Capn11,0,0,0,0,0,0,0,2,12,0,0,0,0
Lipo1,45,40,31,47,38,121,34,99,21,34,41,39,33
Gm973,0,10,0,5,3,38,5,12,2,0,5,7,4
BC055004,0,0,0,2,0,0,0,0,0,0,0,0,0
Kpna7,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxw24,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp488,0,0,0,0,0,0,0,2,0,0,0,0,0
Fam18a,4,3,16,15,9,32,15,22,14,12,10,6,5
Aim2,180,96,116,144,147,505,127,341,119,118,135,132,89
Slc25a34,0,0,0,0,1,1,1,1,1,2,0,0,0
Fam71b,0,0,0,0,0,0,0,0,0,0,1,0,0
E130309D14Rik,0,0,0,0,0,0,0,1,0,0,1,1,0
Akr1c19,0,0,0,0,0,0,0,0,0,0,1,0,0
Zfp187,253,123,110,134,131,541,147,422,186,147,207,147,97
Vmn1r209,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam105b,30,17,21,49,55,92,37,102,25,32,40,26,24
Spink6,0,0,0,0,0,0,0,0,0,0,0,0,0
A530098C11Rik,0,0,0,0,2,2,0,0,0,0,0,0,0
Macrod2,0,1,0,0,0,1,0,2,0,0,0,0,0
Flg2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd13c,74,40,32,68,50,188,46,131,40,47,66,34,19
Gm5591,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam169b,0,3,0,0,1,1,0,0,0,0,1,0,0
Maml2,126,70,115,143,115,352,77,218,94,122,113,124,51
Amt,6,4,2,6,7,7,4,7,4,3,7,6,2
Gm5622,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp140,45,33,46,50,61,54,16,51,12,23,19,28,13
Slc22a28,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtap4-16,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5662,0,0,0,0,0,0,0,0,0,0,0,0,0
Dupd1,0,0,2,0,0,0,1,0,1,0,0,0,0
Gpr31c,0,0,0,0,1,1,0,0,0,0,0,0,0
Prkg1,13,7,5,14,7,28,6,21,8,4,21,4,9
Ptprd,9,9,19,18,7,78,9,44,1,3,31,13,16
Dyrk2,50,21,64,93,127,358,79,219,69,78,50,67,26
Gpr113,0,2,0,0,0,0,0,0,1,0,0,0,0
Fbxw22,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13154,0,2,0,2,0,3,0,0,0,0,1,0,0
Trcg1,3,1,2,2,5,1,2,6,0,0,2,2,2
Abi3bp,6,8,9,6,2,15,7,10,1,0,14,4,9
Scn2b,2,0,3,0,3,0,0,1,0,0,2,0,0
4930404N11Rik,4,1,7,6,7,10,6,10,2,1,0,4,0
Zmynd12,0,4,0,2,0,8,3,14,0,0,1,0,2
Snx13,273,103,120,186,187,558,162,437,159,159,237,166,109
Ttll4,23,28,20,35,25,115,27,99,32,22,35,36,14
Espl1,16,8,23,30,31,58,26,69,21,23,14,24,9
Fam189b,3,1,2,6,9,23,1,13,6,0,3,11,4
Cenpj,18,10,8,15,28,35,11,59,10,8,19,17,7
Zfyve28,13,3,5,11,15,30,7,24,4,6,5,14,1
Rap1gap2,47,21,43,62,63,163,27,104,39,48,33,78,13
Vprbp,80,39,35,39,74,188,72,155,49,42,82,48,40
E130308A19Rik,15,9,13,11,7,42,7,32,11,11,15,10,9
Tyw1,14,16,27,30,30,68,14,61,22,18,14,25,19
Taf9,42,40,29,48,58,128,25,95,32,47,36,34,60
Arid3c,0,0,0,0,0,0,0,0,0,0,0,0,0
MGC107098,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100039753,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbata,0,0,0,0,0,1,0,0,0,0,1,0,0
Ear4,0,0,0,0,0,0,0,0,0,0,0,0,0
Kdm6b,313,78,286,578,689,995,238,613,183,198,114,391,21
Rasef,3,1,0,1,1,0,0,0,0,0,0,0,0
Cox17,10,11,14,5,9,30,9,23,7,7,13,10,26
Btbd11,5,0,1,3,1,11,1,7,4,0,3,5,0
Zscan18,16,16,16,41,30,78,26,78,16,17,27,34,9
Ddi2,163,63,94,153,191,435,95,327,101,115,102,119,22
Zdhhc18,18,14,16,11,29,96,26,61,21,23,25,22,6
Foxred2,1,1,3,3,2,16,5,7,0,2,4,6,1
C2cd3,106,61,88,85,89,365,107,244,82,77,106,107,25
Dppa4,0,0,0,0,0,0,0,0,0,0,0,0,0
Izumo1,1,0,0,0,4,0,0,3,0,0,0,3,0
Grxcr1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otol1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp3,282,168,147,247,265,561,163,475,164,206,225,172,100
Cxx1b,4,2,11,5,2,14,3,14,5,5,6,11,6
Lce3f,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim15,0,2,2,0,7,3,0,2,2,0,1,1,0
Kbtbd7,68,49,58,73,83,232,53,156,54,58,64,54,41
Anks6,14,4,29,14,23,69,21,60,15,15,9,27,3
Pla2g4d,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr139,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts15,1,2,5,0,1,12,0,6,1,0,2,2,1
Nxf3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo10,17,2,11,8,18,36,15,44,7,12,15,19,3
Pla2g4f,0,0,3,0,1,1,0,2,0,0,1,1,0
Gm5868,0,0,0,0,0,0,0,1,0,0,0,0,0
Ugt2a2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nufip2,225,155,162,213,282,666,130,390,149,162,172,213,107
Defa24,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5431,23,8,9,10,13,20,5,23,15,17,15,7,8
Crls1,28,20,12,22,19,48,22,57,31,18,31,12,27
Bcat1,0,1,5,3,6,10,0,2,5,1,3,1,0
Diras2,0,0,0,2,0,0,1,3,0,0,0,0,0
Cdhr3,1,0,0,3,0,35,3,11,1,0,0,0,0
Dcun1d2,34,12,45,28,31,78,27,70,27,37,32,44,26
Brd9,66,30,46,68,75,164,70,136,51,58,61,59,36
Fam149b,32,21,33,34,45,105,27,63,25,34,42,24,17
Shc2,0,0,0,0,0,4,0,1,0,0,2,0,0
Snx32,7,8,12,5,13,24,12,14,7,6,5,4,3
AW555464,0,3,11,5,15,23,8,31,2,0,10,9,2
Ankrd28,50,48,43,37,54,92,17,94,16,18,55,29,24
Pdp2,10,2,8,8,15,37,15,15,8,8,16,18,3
1700007G11Rik,0,4,5,0,0,7,1,6,0,0,4,2,3
B230208H17Rik,69,26,62,77,75,205,51,185,52,61,59,83,20
Inpp4b,77,44,39,68,76,230,49,143,92,76,70,65,39
Xirp2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsku,2,6,2,0,2,7,3,6,2,0,2,0,1
Pcnp,75,38,47,66,67,189,38,107,38,41,43,52,38
Cdkl5,2,11,0,6,5,15,4,6,1,2,6,10,2
Zfp873,9,4,4,4,6,17,10,13,8,7,10,8,12
Lrrc16b,1,0,0,0,1,3,1,0,0,3,0,0,0
AB099516,0,0,0,0,0,2,0,0,0,0,0,2,0
Il28a,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpa2,0,0,0,1,0,2,1,3,0,0,1,1,1
Zbtb45,3,3,16,5,4,11,3,15,2,10,2,1,1
C1ql4,0,0,0,0,0,0,0,0,0,0,0,0,0
Mctp2,6,6,7,4,12,0,2,3,0,0,2,6,0
Prpmp5,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5458,2,1,2,1,3,5,0,0,1,1,1,0,0
Lrp3,4,6,0,7,9,22,3,16,0,0,6,6,6
Krtap10-10,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3696,0,0,0,3,0,1,0,1,1,2,0,0,0
Cma2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gal3st3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyp2c67,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmcn1,3,4,10,8,19,38,4,32,13,5,54,14,7
BC094916,1,2,0,0,0,0,0,0,0,0,0,0,2
Zfp607,14,10,0,8,6,53,10,18,18,12,17,14,12
Gm16387,0,0,0,0,0,0,0,0,0,0,0,0,0
C330021F23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0
Cebpz,182,98,126,149,205,512,160,508,170,176,169,115,106
Adarb1,43,27,26,42,51,82,29,79,31,13,28,37,9
Hoxc11,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp62,170,103,87,157,180,505,114,353,142,160,138,150,103
Apol7b,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14325,5,14,6,9,13,40,8,22,13,12,18,13,8
Rhox10,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd34a,2,1,1,0,0,1,0,1,0,0,2,0,0
Timm9,6,5,7,8,8,28,14,26,3,15,10,5,11
Ttbk2,70,47,30,34,59,187,32,143,52,37,65,63,13
10-Sep,54,65,42,37,72,148,40,106,30,47,58,24,77
Rfx4,0,0,0,1,0,2,0,3,0,0,1,0,0
Bod1,33,38,38,44,37,85,24,70,13,11,39,25,26
Trp53i13,10,1,12,7,11,21,9,20,7,5,5,8,5
Ddx49,21,7,25,28,32,56,33,52,23,15,24,28,21
Cyb5d2,21,22,20,19,11,50,14,44,20,7,18,12,15
Pitpnm3,2,0,0,1,3,6,0,5,2,1,3,3,2
Zfp667,5,4,2,2,6,13,6,30,5,8,5,6,3
Pilrb2,1,0,0,8,1,1,3,6,1,0,1,0,1
Qsox1,48,47,95,58,66,135,49,113,31,27,60,48,29
Zfp563,11,7,3,6,11,35,12,19,15,9,15,6,9
Rc3h1,178,95,85,154,147,534,125,380,142,137,176,134,52
Pbx4,0,0,0,0,0,1,0,0,0,0,0,4,2
Lrig2,87,53,37,76,60,248,66,164,43,90,72,79,43
Rhox12,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5797,2,0,0,0,1,2,0,0,0,1,0,0,0
Rhox7,0,0,0,0,0,0,0,0,0,0,0,0,0
Atf2,106,60,80,94,114,344,85,272,60,90,138,70,82
2700007P21Rik,46,16,27,44,27,121,44,68,36,26,47,33,46
Efcab4a,7,5,23,11,18,52,21,42,17,12,14,24,6
Tmem201,9,9,10,17,20,30,18,33,3,14,8,13,7
Ccdc93,219,85,101,158,183,696,195,517,222,198,203,177,106
Cxadr,17,48,12,29,24,60,21,57,13,0,41,24,26
LOC547349,82,39,140,148,199,251,87,190,62,76,70,99,45
Gm5346,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC434960,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtap31-2,0,0,0,0,0,0,0,0,0,0,0,0,0
Trp53i11,3,5,29,15,25,52,15,39,12,8,12,19,5
Vegfa,18,15,26,31,25,67,13,44,9,3,17,39,13
Mbp,0,3,18,4,4,58,2,33,3,0,18,8,6
Gm14484,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpd52,124,92,74,135,173,261,71,224,89,96,92,89,66
Dffa,9,3,9,8,16,35,8,46,11,18,9,10,13
Tfap2b,0,0,0,0,0,0,0,1,0,0,0,0,0
Pja2,178,188,112,184,198,606,155,451,134,133,261,171,204
St6galnac6,10,8,11,17,13,64,8,44,10,9,26,17,11
Dclre1b,33,16,21,24,18,41,8,34,24,33,19,13,9
Tapbp,219,78,233,213,250,342,167,376,127,112,130,127,43
Defb46,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6040,0,0,0,0,0,0,0,0,0,0,0,0,0
Miip,17,6,17,22,26,56,25,52,17,15,19,20,19
Serinc4,65,51,78,66,81,221,67,124,46,34,62,59,48
Zfp943,58,35,46,37,42,166,56,120,43,52,44,35,42
Wdr61,39,47,33,46,44,112,37,89,32,45,35,35,66
Sema3g,25,13,27,20,59,24,30,73,34,21,76,54,17
Adam39,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr17,0,1,1,1,3,10,5,26,4,2,4,5,0
Fam196b,7,0,1,3,0,4,2,10,6,11,7,8,0
Gm14685,0,0,0,0,0,1,0,0,0,0,0,0,0
DXBay18,0,0,0,0,0,1,0,0,0,0,0,0,0
Tas2r137,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr243,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5506,0,0,1,0,0,1,1,1,0,0,0,2,0
Sufu,11,5,24,20,17,43,10,28,14,10,10,21,2
Bclaf1,263,222,147,283,305,837,242,589,260,273,249,222,157
Src,29,9,46,33,38,92,49,127,31,31,27,58,11
Depdc5,61,16,43,75,47,159,47,134,41,48,45,43,34
Hmga1,13,10,20,17,31,32,12,18,7,20,10,10,2
Btbd3,20,8,20,16,26,100,34,80,31,17,46,28,25
Crebbp,117,40,31,83,77,349,97,245,102,92,105,128,9
BC053393,0,0,0,0,0,0,0,0,0,0,0,0,0
Camk2d,138,68,54,88,102,319,69,227,68,81,90,98,42
Sox6,1,1,1,3,4,11,1,10,3,1,7,3,1
Lhx9,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmbx1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde1c,0,0,0,0,0,3,0,1,3,0,2,0,1
Sh2d2a,3,1,2,5,2,3,0,5,2,0,0,2,0
Ankrd12,67,51,22,66,51,217,31,139,31,30,73,60,11
2010107G12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb9b,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfhr2,10,2,0,2,1,8,3,4,2,3,2,2,0
Ccdc141,53,114,46,84,92,188,52,196,55,34,178,85,81
Kcnc2,2,0,0,1,0,8,1,1,1,0,1,0,0
Kcnj6,0,0,0,0,0,0,0,0,0,0,0,0,0
Nr2c2ap,16,10,18,17,46,40,14,50,15,5,17,18,15
Rfxank,24,12,38,26,54,79,34,78,27,13,22,19,23
Ikzf1,769,213,422,533,486,1423,347,1095,405,475,371,465,120
Trim26,129,42,68,130,126,341,95,297,79,94,89,100,44
Cadm1,130,47,55,107,116,335,106,238,110,118,104,95,58
Il1rl1,14,9,4,12,10,52,11,18,11,9,16,10,8
Gm527,2,0,0,5,2,1,0,4,0,3,3,0,0
Tmem171,1,0,0,0,0,0,0,0,0,0,0,1,0
Gm5168,0,0,0,0,0,0,0,0,0,0,0,0,0
D4Ertd22e,66,43,110,127,106,203,88,193,54,63,67,80,33
Ms4a7,13,25,13,52,12,30,18,52,13,0,14,16,35
Snx22,133,123,136,192,223,378,170,367,118,118,164,91,199
Otud7b,89,41,41,76,85,211,55,195,54,44,104,75,25
Ccdc50,275,151,161,267,270,830,223,668,283,316,330,222,192
Cdc6,2,0,1,0,4,7,2,7,0,0,3,0,0
Dnm1l,103,130,82,122,191,345,89,280,121,124,154,91,130
Dnajc19,20,15,16,21,14,52,9,46,14,19,9,12,14
Ensa,83,44,71,82,85,184,74,172,46,61,78,74,67
Entpd5,50,43,16,43,32,88,36,86,27,12,58,36,21
Npnt,62,40,59,43,42,141,58,109,55,42,49,42,16
Pik3cd,175,49,182,201,265,583,243,518,174,170,137,194,31
Pknox2,5,13,10,21,6,24,4,18,3,0,14,7,0
Vrk1,69,23,45,69,65,240,78,182,44,70,74,52,67
Magi1,38,17,14,33,36,129,24,97,28,19,27,25,11
Atad5,14,6,7,13,7,37,5,30,7,6,7,11,3
Ugt2b36,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdzd4,2,0,4,1,5,3,3,6,0,1,2,3,0
Itgad,0,0,0,0,2,4,3,4,2,2,1,2,0
Unc13a,1,0,0,2,0,26,2,10,2,6,2,2,1
Urb2,42,12,17,28,29,63,22,53,13,20,37,25,7
Nova2,3,2,0,2,0,12,5,7,3,1,5,5,1
Lonrf2,0,0,0,3,1,7,1,7,0,0,1,0,0
Gm608,159,51,47,121,99,422,94,361,111,81,132,111,31
Mex3a,4,0,0,2,2,28,7,13,6,6,6,8,1
Psg26,0,0,0,0,0,0,0,0,0,0,0,0,0
Zswim5,8,9,2,8,9,37,17,24,9,13,4,4,3
Zmynd15,9,7,19,13,12,36,12,25,9,6,5,12,3
Gm5796,0,1,0,1,0,0,0,0,0,0,0,0,0
Zfp114,0,0,0,0,0,0,0,0,0,0,2,0,0
Usp32,158,165,107,119,116,387,105,312,98,62,172,127,85
Trim38,0,1,0,0,0,1,1,0,0,0,0,2,0
Specc1,117,50,47,127,126,547,146,431,171,176,161,173,44
Sec14l3,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4788,4,2,3,3,2,8,3,21,8,8,5,1,8
Tceal3,3,1,5,5,5,5,1,10,1,0,5,4,3
Safb2,58,24,57,76,99,265,71,215,76,80,73,106,18
Sec23ip,75,27,52,42,69,196,40,150,59,49,73,66,30
Man1b1,87,73,84,96,89,281,101,266,96,78,120,108,39
Fcrlb,0,0,0,0,0,0,2,0,0,0,0,0,0
Kcp,4,1,3,1,1,13,2,12,2,3,5,7,0
Doxl2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fat2,0,0,0,0,0,6,0,0,0,1,0,0,0
Mettl17,19,8,9,5,8,47,19,37,10,13,10,18,12
Zc3h18,28,9,23,42,39,81,59,111,27,22,28,42,5
Mcat,10,9,18,16,15,38,12,38,8,19,17,10,15
Ndufs5,9,10,6,13,14,25,9,20,12,7,14,11,29
Mmp27,0,0,0,0,0,0,0,0,0,0,0,0,0
Rdh8,0,0,0,0,0,0,0,0,1,0,0,0,0
Enpp7,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnk15,0,0,0,0,0,0,0,0,0,0,0,0,0
Spry3,0,10,2,0,1,6,1,6,0,0,0,2,0
Olfm4,7,6,9,7,6,25,2,7,1,5,3,4,5
Prr7,0,0,0,0,0,1,0,0,0,0,0,0,0
Tmprss11c,0,0,0,0,0,0,0,0,0,0,0,0,0
Dkc1,36,30,32,45,52,100,16,95,31,34,31,16,20
Abca17,2,0,0,0,1,0,0,0,0,0,0,0,0
